institute_code,institute_name,program_code,program_name,category,gender,quota,year,opening_rank,closing_rank,total_seats,student_rank,admitted
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,630,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,696,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,1053,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,837,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,592,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2023,676,856,34,1063,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,859,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,937,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,1065,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,530,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,516,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,998,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,1010,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,926,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,899,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,482,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,412,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,520,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,596,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,424,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,604,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,831,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,668,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2024,250,403,20,455,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,685,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,412,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,504,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,766,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,500,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,754,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,695,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,847,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,838,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,567,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,683,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,724,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,941,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,1010,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,443,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2022,548,743,22,816,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,1140,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,859,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,600,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,692,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,731,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,1025,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2021,247,457,36,387,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,645,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,722,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,686,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,508,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2021,706,964,30,709,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,487,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,666,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,1256,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,1180,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,579,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,601,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,614,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,770,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2023,370,548,23,388,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,805,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2020,305,505,36,543,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,753,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,866,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,770,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,781,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,689,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,421,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,635,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,559,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2020,305,505,36,555,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,764,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,458,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,614,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2020,305,505,36,510,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,327,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,1260,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,878,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,1037,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,767,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1137,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,431,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,930,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,802,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2021,577,863,38,894,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,1057,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2020,736,964,23,1085,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,1038,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,516,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,518,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,713,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,876,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2023,370,548,23,453,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,513,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,421,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,503,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,1301,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2021,247,457,36,607,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,572,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2021,577,863,38,841,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,487,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,622,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,918,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,682,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,440,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,1001,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,568,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,684,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,749,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,307,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,336,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,601,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,432,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,481,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,761,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,800,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,436,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,848,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2020,250,414,23,432,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,548,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,949,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,573,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,366,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,640,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,1093,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,586,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,533,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,303,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,740,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,532,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1126,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,825,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,1015,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,470,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2022,720,957,20,685,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,805,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,885,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,835,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,330,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,710,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,604,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,989,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2021,706,964,30,920,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,490,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1010,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,1112,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,611,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,833,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,700,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,465,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,726,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,500,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,598,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,407,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,320,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,1228,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,479,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,757,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,808,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,478,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,410,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,679,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,1048,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,817,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,505,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,1338,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,614,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,874,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,712,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,528,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,495,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,671,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,814,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,683,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,703,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,658,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2023,200,439,33,485,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,1264,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,667,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,580,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2023,465,717,39,491,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,912,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2022,283,438,38,433,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,911,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,742,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,746,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,496,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,515,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,343,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,633,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,829,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,980,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,524,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,447,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,615,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,1115,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2023,271,441,37,433,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,577,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1117,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2023,370,548,23,404,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,1031,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,511,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,1067,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,436,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,1008,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,1008,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1131,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,1313,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,742,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,742,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,1149,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,760,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2024,696,897,31,690,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2021,247,457,36,360,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,350,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,606,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,918,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,719,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,566,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,687,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,719,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,463,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,938,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,1081,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,897,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,796,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,366,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,479,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,645,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,541,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2024,415,567,22,468,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,1013,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,813,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2021,577,863,38,835,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2023,250,462,36,321,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,682,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1009,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2023,676,856,34,727,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,455,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1094,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,614,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,974,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,628,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,517,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,587,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1038,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,740,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,673,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,403,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,1198,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2021,706,964,30,1121,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,327,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,586,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,673,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,923,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,580,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,417,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,417,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,719,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,752,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,455,0
